,track_name,artist_name,album_name,genre,duration_ms,popularity,explicit,track_id,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2247,DUMDi DUMDi,(G)I-DLE,DUMDi DUMDi,k-pop,210640,60,False,2fJ70dRX7J4jiVxKUQQp7C,2AfmfGFbe0A0WsTYm0SDTx,0.759,0.914,4,-1.072,1,0.0592,0.025,4.45e-06,0.076,0.674,123.047
2248,Celebration,Kool & The Gang,Celebrate!,disco,298866,72,False,3K7Q9PHUWPTaknlbFPThn2,3VNITwohbvU5Wuy5PC6dsI,0.885,0.664,1,-11.795,1,0.0524,0.145,0.0483,0.0767,0.906,121.632
2249,Песенка о дальней дороге,Oleg Pogudin,Союз друзей. Песни Булата Окуджавы,romance,130266,0,False,5wpyfg3L9LKs64kJF6XiHF,2MzavRjaUsMvWgLAYPyWhL,0.56,0.445,11,-10.492,0,0.047,0.759,0.0,0.138,0.424,86.862
2250,A Shot in the Dark,Dos Santos,City of Mirrors,afrobeat,193911,33,False,1YbG5Q7Itfqk73XRpYnCpk,12Av6pjGrpX0wfTTyXNsyP,0.571,0.619,0,-6.038,0,0.0274,0.19,0.00201,0.363,0.63,97.957
2251,Oh No,Mos Def,Lyricist Lounge Volume 2,hardcore,239933,59,True,3tC8SJpOwJhDg8WGG1NKGR,0Mz5XE0kb1GBnbLQm2VbcO,0.719,0.863,5,-4.148,0,0.435,0.414,5.19e-06,0.147,0.765,87.579
2252,Hello Future,NCT DREAM,Hello Future - The 1st Album Repackage,k-pop,220920,69,False,332GJ8ykVuEt3jOT1sy7j6,1gBUSTR3TyDdTVFIaQnc02,0.545,0.803,1,-2.283,1,0.0526,0.0261,0.0,0.114,0.5,170.006
2253,Peaches,Bob Schneider,A Perfect Day,acoustic,154253,41,False,6ojdYmxaSLYeR0g6l5CnoE,4YOxTnmYogOpUPxrNTacvQ,0.724,0.431,5,-8.739,1,0.0393,0.525,0.0142,0.0596,0.7,90.962
2254,Счастливый дождик,Аркадий Погодин,Антология советского джаза 4: Игра на пальцах,romance,182733,0,False,7DIgeRbCOY7DDH265oDGhj,7yhmt44KCCoaf87uL2hypX,0.641,0.426,0,-12.565,0,0.217,0.994,0.0031,0.319,0.661,135.096
2255,Let It Rain,Eric Clapton,Eric Clapton,blues,301266,52,False,7DiaNCPgH5dJ1cJ925jTAA,6PAt558ZEZl0DmdXlnjMgD,0.442,0.616,2,-11.417,1,0.0294,0.111,0.00321,0.0993,0.746,122.267
2256,Build It Better,Aron Wright,Build It Better,acoustic,234473,50,False,7lLKxcNeJtDTWVRKHovLEC,4MKVLp1MAwYFqaXhe1g8dA,0.527,0.333,4,-13.02,1,0.0315,0.909,0.162,0.111,0.164,94.952
2257,Range Rover,Ben Rector,Range Rover,acoustic,200346,53,False,1hcI2TWBGj9bRLhP1kvCmM,4AapPt7H6bGH4i7chTulpI,0.712,0.68,2,-6.051,1,0.0649,0.111,0.0,0.326,0.882,144.966
2258,Love You Inside Out,Bee Gees,Spirits Having Flown,disco,251333,55,False,73V1mhbDb7K0lqlHB82iN5,1LZEQNv7sE11VDY3SdxQeN,0.706,0.516,11,-11.037,0,0.0474,0.354,4.19e-06,0.205,0.833,94.716
2259,Biar,Yonnyboii,Biar,malay,207069,37,False,2Pi8OCqWRgtE08VMcljJWj,13rJ1RvOkiAEQnvbt9SlXR,0.54,0.492,0,-7.268,0,0.238,0.583,0.00037,0.23,0.197,179.962
2260,Just Another Case,Cru,Da Dirty 30,hardcore,215640,49,True,60KWmDnLE9jB9dHVkhlu3P,5ABjqwkg5LEPICnTeoeXKf,0.824,0.555,1,-10.309,1,0.166,0.114,8.47e-05,0.112,0.728,99.576
2261,lit(var),Kensuke Ushio,"A Shape of Light ""A Silent Voice the Movie"" Original Soundtrack",anime,134786,54,False,6bTCdqB1PN5J93hiiZvQzW,4L0gz16xuM1as1OgYzh1SR,0.329,0.258,1,-16.147,0,0.0615,0.943,0.934,0.105,0.0338,95.328
2262,DUMB DUMB,JEON SOMI,XOXO,k-pop,147240,63,False,5VXSt0cvi5wtJTox0wKI4x,7zYj9S9SdIunYCfSm7vzAR,0.852,0.749,2,-6.218,1,0.0488,0.0177,0.000133,0.0695,0.386,103.06
2263,3:00 AM,Finding Hope,Our Love,chill,201951,70,False,5HsSsEeP3hU9QSfHZrzbtA,0QGDb8TBWIT06W4BoyAggg,0.55,0.147,0,-18.675,0,0.0404,0.563,0.00102,0.286,0.0346,81.991
2264,Tell Me Why I'm Waiting,Timmies,Passion & Confusion,chill,123891,70,False,3xbUCRFut7tzBoD2F8L56y,1AUZYkS7eLmZUnBjQyJmwf,0.671,0.275,6,-11.185,0,0.056,0.796,0.000339,0.0657,0.159,124.007
2265,"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,Naive,dance,196187,74,False,5A3fPy30SN2wuzrahpcxvV,2oX42qP5ineK3hrhBECLmj,0.641,0.537,0,-5.452,0,0.0282,0.0875,9.05e-06,0.115,0.0681,112.864
2266,Irish Heirloom,Tommy Campbell,Let's Ruin Saturday,comedy,473171,32,True,54HlODeOsc07EvTJQm3R6S,7eLIwcypaAbo4zd2GAXKkO,0.643,0.551,5,-10.582,1,0.891,0.717,0.0,0.359,0.621,131.846
2267,Hold You Down,The Alchemist,1st Infantry,hardcore,238706,48,True,5Lzumvaqcoa6eZLLQn0IW2,0eVyjRhzZKke2KFYTcDkeu,0.756,0.67,1,-8.594,1,0.27,0.174,0.0,0.134,0.505,90.856
2268,Hell Of A View,Eric Church,Soul,country,175026,66,False,4mXGooManGPH6xAWRAtRJU,2IvkS5MXK0vPGnwyJsrEyV,0.689,0.592,5,-6.758,1,0.0235,0.101,0.00867,0.11,0.919,98.997
2269,Look What God Gave Her,Thomas Rhett,Center Point Road,country,168960,70,False,2KqJC0koTBUyDlsMt5ok1V,6x2LnllRG5uGarZMsD4iO8,0.739,0.85,2,-3.966,1,0.0308,0.0272,0.0,0.181,0.883,113.0
2270,Slow Down,Mac Ayres,Drive Slow,chill,234595,64,False,3XstzgzP0rp3bzElEnRVHv,0fTav4sBLmYOAzKuJw0grL,0.729,0.338,5,-12.816,1,0.116,0.892,0.000295,0.118,0.184,119.345
2271,Time Flies,Kato,Anime & Sleep 2,anime,41327,54,False,6WwY9DsZUzBktvuKedfiFT,3yTNaLgtCufxUYDsWa5MpA,0.415,0.0177,2,-40.415,0,0.0463,0.994,0.967,0.0735,0.371,79.563
2272,Masturbation Accusations,Hannibal Buress,Animal Furnace,comedy,113680,28,True,7hhrx1uFg4q4nnWuFlZdeM,4GIqbOr0FgE9qmJ31kVYdD,0.506,0.848,4,-7.616,0,0.957,0.879,0.0,0.558,0.27,78.023
2273,Fresh New Kicks,Dimitri K,Fresh New Kicks,hardcore,178288,56,False,4cYnhg6EewFM8QOSOgjqhy,1WXsfnqh2lT56nFMI5Pc0E,0.613,0.948,4,-2.038,0,0.192,0.000573,0.00214,0.541,0.032,104.864
2274,ピースサイン,Kenshi Yonezu,BOOTLEG,anime,238533,69,False,364JzOajs76bJymjHm3sVY,1snhtMLeb2DYoMOcVbb8iB,0.593,0.935,10,-3.853,0,0.0684,0.00221,0.0,0.315,0.618,100.003
2275,The Improv Fairy Tale,Mitch Hedberg,Do You Believe in Gosh?,comedy,220093,37,True,00j4cN16GTFEMpcdYO0jCO,4njlfhIxklOkrds9Y9o5ZZ,0.521,0.933,2,-9.491,1,0.952,0.944,3.8e-06,0.949,0.222,97.78
2276,Capsule,Kainbeats,Atlantis,anime,154583,49,False,7v9Kx2qNjDO1ccoXHiOnnp,4n9z9czt00gzw36hdoVU3G,0.708,0.0311,8,-21.528,1,0.0355,0.968,0.949,0.089,0.0795,119.956
2277,Ingonish,Little Symphony,Cabot Trail,guitar,141617,38,False,1pZiFbGAjxrGFnS3ftTWRf,4SCWiQbJCMTHK737aNUqBJ,0.0659,0.224,0,-23.14,1,0.0665,0.977,0.978,0.391,0.0598,75.327
2278,love,lofi.samurai,oldies,chill,81037,61,False,7cZlFUJO4BjedIErzdP6iq,6NLqFFCoVnFwbXzoIB5Col,0.864,0.482,8,-16.789,0,0.225,0.664,1.68e-05,0.269,0.964,133.234
2279,馬來西亞查某,四葉草,馬來西亞查某,malay,165946,26,False,1gy9wUgPhmItcov9Ehdr2v,0fyEIMpeJ2vjGDFCL9ylir,0.758,0.468,1,-8.632,1,0.0435,0.507,0.0,0.0577,0.751,137.212
2280,In The River - Live,Jesus Culture,Let It Echo (Live),world-music,277173,51,False,2qHScCZ9f4FPBNVBpFMZ0G,0Onvkz1Nbs4wHXXUwOIGk8,0.546,0.9,7,-5.571,0,0.0408,0.000459,4.33e-06,0.318,0.279,118.008
2281,Chill In The Air,Amos Lee,"Mountains Of Sorrow, Rivers Of Song (Deluxe)",acoustic,267865,45,False,2fPjvOwIjwKapZz6FEl7N6,0QrowybipCKUDnq5y10PD2,0.657,0.441,6,-10.336,1,0.0352,0.185,2.38e-05,0.102,0.278,134.002
2282,I'll Never Find Another You,The Seekers,The Seekers,british,162320,53,False,1sQ5WUWw3JrsSEhdiQlfRt,7dedWAqd0IKTdCiqiadUrV,0.567,0.672,10,-7.666,1,0.0336,0.75,0.0837,0.367,0.79,126.509
2283,Heaven,Jason Aldean,MACON,country,251104,64,False,7pcfqF4wUhxvfoMqzXQYar,3FfvYsEGaIb52QPXhg4DcH,0.481,0.606,7,-5.537,0,0.0296,0.164,0.0,0.125,0.291,137.995
2284,NIKEYS PT. 2 IN MINT,Yxngxr1,NIKEYS PT. 2 IN MINT,chill,139354,59,True,7bckng9psD3hFOCiIi0qqT,2jwRHcdgkRhelYEMqndDKe,0.916,0.394,6,-10.329,1,0.292,0.854,0.0,0.0929,0.291,123.937
2285,(You're Puttin') A Rush On Me,Stephanie Mills,If I Were Your Woman,disco,352933,43,False,4aLQ6VBFJl7i8msvDOjIsp,0PcIlEZa7rreM7729ot05g,0.751,0.603,4,-11.129,0,0.0549,0.025,0.00836,0.0537,0.474,101.936
2286,Replace Me (feat. Big Sean & Don Toliver),Nas,King's Disease,hardcore,170813,54,True,1uJ5X7MrxTr21lG5ssm5fT,20qISvAhX20dpIbOOzGK3q,0.674,0.782,2,-2.512,1,0.101,0.172,0.0,0.86,0.694,84.927
2287,Scars,Stray Kids,Scars,k-pop,200546,62,False,4C9Zhjq5ux9ieiDWYfFcfP,2dIgFjalVxs4ThymZ67YCE,0.542,0.671,0,-4.109,1,0.084,0.0303,0.0,0.123,0.451,79.997
2288,Emotional Rescue - Remastered 2009,The Rolling Stones,Emotional Rescue (2009 Re-Mastered),british,339400,54,False,5IATbFZds3cbOx8YxuMuko,22bE4uQ6baNwSHPVcDxLCe,0.678,0.621,5,-5.478,1,0.0623,0.111,0.0973,0.0394,0.776,113.389
2289,Kaikai Kitan but is it okay if it's lofi?,Kijugo,Kaikai Kitan but is it okay if it's lofi?,anime,115715,51,False,7dtI23uVx5Gcnhcc9N8JJl,7HjVvgY9p57LOIrGyulrVU,0.896,0.374,10,-19.658,1,0.106,0.754,0.875,0.122,0.641,139.959
2290,Texas and Sea Food,Mitch Hedberg,Do You Believe in Gosh?,comedy,173773,34,True,7J80jwu2ll1rrSrEzeSk9s,4njlfhIxklOkrds9Y9o5ZZ,0.411,0.966,4,-7.971,1,0.958,0.924,5.16e-06,0.897,0.115,81.562
2291,"Jive Talkin' - From ""Saturday Night Fever"" Soundtrack",Bee Gees,Main Course,disco,222266,60,False,4t0Pj3iBnSCZv5pDEPNmzG,1LZEQNv7sE11VDY3SdxQeN,0.811,0.545,7,-12.969,0,0.0579,0.155,0.0853,0.156,0.734,105.911
2292,Mistadobalina,Del The Funky Homosapien,The Best Of Del Tha Funkee Homosapien [The Elektra Years]: The B-Boy Handbook,hardcore,260306,54,False,0KQd3QY1Y8zC2rfO4ZBQRC,0YsLR3SQd5QTXAhGIGX7cl,0.85,0.797,10,-7.429,0,0.136,0.0964,8.38e-06,0.34,0.63,99.615
2293,Everybody Loves Me,OneRepublic,god complex songs,dance,214400,0,False,0FEV1dcfu3xXoX8E1MMuHA,5Pwc4xIPtQLFEnJriah9YJ,0.577,0.907,4,-4.869,1,0.092,0.0229,0.0,0.557,0.661,169.944
2294,Right Before My Eyes - Unpeeled,Cage The Elephant,Unpeeled,blues,280213,53,False,7d6qX28ITEgBUhCJ86SeYq,26T3LtbuGT1Fu9m0eRq5X3,0.494,0.185,2,-10.275,1,0.0305,0.829,0.0,0.113,0.272,123.97
2295,Cornerstone - Studio Version,Hillsong Worship,Cornerstone (Deluxe Edition) [Live],world-music,206905,43,False,06yQb4UTUcjerrSKmpA0zp,3SgHzT552wy2W8pNLaLk24,0.418,0.76,0,-6.762,1,0.0407,0.0624,0.0,0.0891,0.337,150.002
2296,Streetcorner Symphony,Rob Thomas,Something to Be,acoustic,247826,52,False,20117nklRrpujknMRpueYQ,3aBkeBhwadnWMWoVJ2CxJC,0.633,0.886,1,-3.892,1,0.0456,0.109,0.0,0.0438,0.753,81.811
2297,No.1,DISH//,No.1,anime,230600,56,False,7b7QqKepv8wY6VopSmQqX8,0jJmZHZHNe8n24Y33z5Nil,0.495,0.878,1,-4.3,1,0.058,0.0216,0.0,0.186,0.621,90.492
2298,Life Saver,Nick Thune,Thick Noon,comedy,88386,31,True,4Oub5kQMHeMOrpzIdOlTuP,69Udu2FUyyZCWCw5vaolcN,0.466,0.499,7,-10.609,1,0.0774,0.863,4.6e-05,0.68,0.633,74.529
2299,Leave The Light On,Chris Smither,Leave The Light On,acoustic,227920,49,False,0Qto8euWAEBktSLR29mdDm,4PM86aECDhcdwuJNZNrR22,0.305,0.378,2,-9.865,1,0.0372,0.769,0.00483,0.177,0.608,201.694
2300,The Devil Went Down to Georgia,The Charlie Daniels Band,A Decade Of Hits,country,214866,68,False,383Xl5QTigwj3QiA3Qc6S7,12d4iIvTOk7JkI6ecvc3ca,0.523,0.626,0,-9.425,1,0.0523,0.155,0.0,0.0869,0.917,134.127
2301,Foggy Morning,Michele Leao,Foggy Morning,guitar,185750,45,False,2ADsX9J1hQBryNwDWZqEsf,6FjXAOfjiavprwnGzY0YvF,0.612,0.0917,9,-18.88,1,0.0764,0.984,0.937,0.111,0.333,117.981
2302,The Offering,Ikebe Shakedown,Stone by Stone,afrobeat,225986,36,False,0ttrvhsc22i6ZkLxRW9n5R,5ABBZoXY5r0UL1txACjinb,0.665,0.91,2,-7.778,1,0.0519,0.498,0.937,0.1,0.793,108.064
2303,Молитва Франсуа Вийона,Oleg Pogudin,Союз друзей. Песни Булата Окуджавы,romance,236453,0,False,1cZaJIdOQYkczizy3ILiS1,2MzavRjaUsMvWgLAYPyWhL,0.364,0.273,0,-10.149,0,0.0355,0.95,0.000186,0.115,0.127,119.878
2304,Runnin',The Pharcyde,Labcabincalifornia (Deluxe Edition),hardcore,296266,63,True,0XgpiStoxq1IJncYlPrvZ5,7yk35uHNQclPXFGFoTU44w,0.754,0.785,10,-8.178,0,0.18,0.0287,0.00144,0.319,0.821,94.123
2305,Cama de Piedra,Cuco Sánchez,Serie De Coleccion 15 Autenticos,guitar,131066,48,False,6CSrPDQF938mg8CaOT89xt,1M1VkVEy3JGFFyPy7oKH2E,0.41,0.0834,4,-13.234,1,0.0522,0.823,0.0,0.189,0.752,182.187
2306,Constellations (feat. Jack Johnson),Kawika Kahiapo,Ho'omaluhia,guitar,233979,43,False,7ysGMxKwKTR78Xhuju3Hvo,6aPkORVtaipgr2ryrcNQRp,0.614,0.355,0,-11.491,1,0.0366,0.909,0.922,0.109,0.47,112.568
2307,Disco Inferno,The Trammps,Disco Inferno,disco,659000,51,False,5jUA1njy3h6ynHLvPdEVHt,1zgNpeHQe8GulzfVkYP2VK,0.799,0.632,10,-12.364,1,0.0332,0.0293,0.359,0.103,0.967,128.567
2308,YOUR NAME IS POWER,Rend Collective,CHOOSE TO WORSHIP,world-music,234826,47,False,07B2uqy1rZZsGCq3idEKBE,11Y54BxlxC3UIAUkU2eadQ,0.529,0.791,8,-6.234,1,0.0629,0.00161,1.68e-06,0.336,0.561,86.023
2309,Die Young,Kesha,Warrior (Expanded Edition),dance,211920,78,False,7EQGXaVSyEDsCWKmUcfpLk,6LqNN22kT3074XbTVUrhzX,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001
2310,Intro: Singularity,BTS,Love Yourself 轉 'Tear',k-pop,196998,70,False,5rNZsITjXf23iFkRA924FV,3Nrfpe0tUJi4K4DXYWgMUX,0.775,0.272,1,-9.126,0,0.091,0.56,0.00278,0.112,0.198,103.991
2311,SOLD OUT,HARDY,SOLD OUT,country,202912,68,True,3I56OBwJkDAyt9L00c8ois,5QNm7E7RU2m64l6Gliu8Oy,0.504,0.893,9,-4.801,1,0.0488,0.00556,1.83e-05,0.34,0.333,145.005
2312,Losing You,Christian Kuria,Borderline,chill,248069,59,True,186AzR054q9nSWYSI3qr8D,4uaGojdWj4H6cTJydZUPWG,0.674,0.455,0,-7.835,0,0.036,0.46,0.00196,0.176,0.885,80.023
2313,類情人,Fish Leong,我好嗎? - 太陽如常升起,malay,198870,33,False,1KGXAsq1aBH3KQ7diBU7NA,3aIDSTKS9yH745GUQBxDcS,0.7,0.268,9,-11.002,1,0.031,0.966,3.75e-05,0.112,0.473,97.885
2314,幸福就好 - <我租了一個情人>片尾曲,Soo Wincci,幸福就好,malay,204284,32,False,2pT7sjZgCjPueZT4y7qvRL,4e4wVXnFUIJ5EbcW9GtL2n,0.533,0.492,3,-7.347,1,0.0359,0.484,0.0,0.125,0.35,127.643
2315,WANNABE,ITZY,IT'z ME,k-pop,191242,74,False,4pspYVQGFHLPEFgQPD1J7e,2KC9Qb60EaY0kW4eH68vr3,0.809,0.911,6,-4.41,0,0.0617,0.00795,0.000179,0.181,0.64,122.035
2316,Must've Never Met You,Luke Combs,This One's for You Too (Deluxe Edition),country,198880,67,False,6ojicjDYUUoeE1tdSvfFo4,718COspgdWOnwOFpJHRZHS,0.455,0.892,6,-3.218,1,0.0564,0.00951,0.0,0.143,0.641,75.218
2317,Squeeze Box,The Who,The Who By Numbers (Expanded Edition),blues,161440,52,False,4lzNP52B3CfeVr2drfPh6X,67ea9eGLXYMsO2eYQRui3w,0.627,0.882,7,-5.443,1,0.031,0.504,0.000103,0.0882,0.768,133.231
2318,Fast Talk,Houses,Drugstore Heaven,chill,259946,52,False,7DrvXVuYtvFZjM8AymQlel,648kpaANsUr1HABoE4mkPw,0.597,0.503,9,-7.732,1,0.0377,0.545,0.11,0.205,0.351,140.023
2319,My Hope Is in You,Aaron Shust,This Is What We Believe (Deluxe Edition),world-music,254880,48,False,3IuTraprrDiCiGJ7tiGpGu,0oM8RWZXhJYSnzGdepP7fM,0.434,0.873,2,-3.749,1,0.0489,0.0234,0.0,0.323,0.365,150.077
2320,Flow,Sade,Lovers Rock,british,274266,49,False,5BhdjbSvgGUwf2I2flmf11,47zz7sob9NUcODy0BTDvKx,0.786,0.362,7,-11.289,1,0.1,0.0732,0.393,0.0879,0.565,83.991
2321,BRAVER,ZAQ,Z-ONE,anime,236800,48,False,7b9dX3ltsp1utY2Ylv8NRl,56TyClNQ0oVZLhK2V9KhA6,0.435,0.983,7,-3.279,1,0.107,4.03e-05,0.0,0.232,0.336,93.945
2322,When The Fight Calls - Live,Hillsong Young & Free,Youth Revival (Live),world-music,285040,37,False,1tQgIhXsFAlhNfQmUT2R3M,7m4gF38CPATtHrk5HS42WZ,0.457,0.629,0,-7.515,1,0.0449,0.00639,0.0,0.95,0.196,81.087
2323,"Salut d'amour, Op. 12",Edward Elgar,Elgar: Cello Concerto/Dvorak/Respighi,british,182186,43,False,5Mke4uDfnpMkHAVhYmPuSE,430byzy0c5bPn5opiu0SRd,0.0706,0.104,2,-24.39,1,0.0513,0.969,0.857,0.0837,0.0484,74.52
2324,World Spins Madly On,The Weepies,Say I Am You,acoustic,165133,58,False,6NSlOEEtWlqvEFrjQsry77,6pwHWKweuoCyx3OoFaD0Q5,0.502,0.311,1,-13.421,1,0.0285,0.617,4.32e-05,0.129,0.4,107.612
2325,Blue Ain't Your Color,Keith Urban,Ripcord,country,230600,67,False,6wycnu8FWXsj68ig7BEot9,0u2FHSq3ln94y5Q57xazwf,0.69,0.416,7,-7.865,1,0.0335,0.617,1.37e-06,0.102,0.479,82.45
2326,I'll Never Fall in Love Again,Dionne Warwick,I'll Never Fall in Love Again,disco,174840,59,False,1MHgV79MSYE6ymNlGa3bRY,2JSjCHK79gdaiPWdKiNUNp,0.676,0.339,1,-13.805,1,0.0509,0.717,9.77e-06,0.109,0.756,136.882
2327,Question,The Moody Blues,A Question Of Balance,british,344226,52,False,4Q27I5G3W14hnYVi45oi2h,5BcZ22XONcRoLhTbZRuME1,0.222,0.659,0,-9.942,1,0.0487,0.0169,2.09e-05,0.471,0.322,75.634
2328,Love Again,Dua Lipa,Fresh Dance Pop,dance,258004,0,False,1IjV7LCv61tyh8nlxjOKI6,6M2wZ9GZgrQXHCFfjv46we,0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982
2329,The Girl From Ipanema,Amy Winehouse,Lioness: Hidden Treasures,british,166960,58,False,7F5rIyOI88zk36AiBXC8xq,6Q192DXotxtaysaqNPy5yR,0.696,0.616,9,-5.144,0,0.047,0.25,4.35e-06,0.107,0.66,138.059
2330,Pieces,Andrew Belle,Black Bear,acoustic,241119,60,False,2DHDuADAHoUW6n0z80RLQF,3UAk61T8PItbpgEi9u7ofY,0.494,0.652,6,-5.863,0,0.0314,0.0754,0.00256,0.125,0.298,137.018
2331,Bedtime For Bix,Pearl Django,New Metropolitan Swing,guitar,259426,40,False,64UcuyRGoQGmNFySzLA3gq,530l1HsYHzQuOYFBDUOHHo,0.779,0.102,9,-15.588,0,0.0448,0.958,0.876,0.124,0.413,96.795
2332,Don't Let Me Be Misunderstood,Santa Esmeralda,Kill Bill Vol. 1 Original Soundtrack (PA Version),disco,628546,58,False,6rhVKeUhQTGLIRmQOfc9Wo,0iGmfKLgK5eSMgHp8YgLnS,0.668,0.815,9,-8.998,0,0.0833,0.0326,0.00102,0.0498,0.785,117.809
2333,Ghost - Acoustic,Ben Woodward,Ghost (Acoustic),acoustic,149610,61,False,4qPNDBW1i3p13qLCt0Ki3A,142VT1MtWzaD13CnOiKFDn,0.42,0.166,1,-17.235,1,0.0763,0.924,5.56e-06,0.101,0.267,77.489
2334,lie lie lie,MICO,lie lie lie,chill,171401,52,False,5epDtUg4s8do8chclldxpZ,0wajW5BBnk40YAhJdTkrrG,0.579,0.586,9,-7.112,1,0.0762,0.0311,0.0,0.231,0.878,156.986
2335,Cherry,Chromatics,Cherry (Deluxe),chill,271952,60,False,4sRmzVSedvFkENbSJ342Ex,4tOVIRjlWWfR1RrAxyRqTE,0.656,0.784,7,-6.389,0,0.0354,0.0338,0.233,0.175,0.802,108.245
2336,Skin Tight (feat. Steve Lacy),Ravyn Lenae,Skin Tight (feat. Steve Lacy),chill,227001,60,False,5qrPtPZ0o6pXIwdJrzASTs,5RTLRtXjbXI2lSXc6jxlAz,0.456,0.522,3,-7.988,0,0.0332,0.258,0.00281,0.123,0.498,174.149
2337,Superman (It's Not Easy),Five For Fighting,America Town,acoustic,221693,69,False,3TwtrR1yNLY1PMPsrGQpOp,7FgMLbnZVrEnir95O0YujA,0.382,0.416,0,-9.303,1,0.0302,0.0733,0.0,0.0719,0.125,102.089
2338,'Round Midnight,Wes Montgomery Trio,The Wes Montgomery Trio,guitar,293626,36,False,5M3K9hIHwyHYWxR2GTpXEd,6WbUlW1uuChmQumXueDmgp,0.531,0.0673,3,-25.452,0,0.0387,0.926,0.642,0.131,0.16,117.94
2339,H.S.K.T. (feat. Wonstein),LeeHi,4 ONLY,k-pop,204453,55,False,39382sUtIOwIXftX0i76do,7cVZApDoQZpS447nHTsNqu,0.756,0.672,9,-5.711,0,0.0373,0.252,0.000341,0.117,0.327,113.975
2340,Hung Up On My Baby,Isaac Hayes,Tough Guys,disco,377639,56,False,7wEGeUzpPNnHKfOtSgYjG4,3IKV7o6WPphDB7cCWXaG3E,0.678,0.695,4,-9.825,0,0.0284,0.181,0.635,0.0459,0.937,102.511
2341,Black Cow,Steely Dan,Aja,blues,310226,49,False,66e2KstOkIo6V9PyDXWo3w,6P7H3ai06vU1sGvdpBwDmE,0.47,0.326,2,-15.201,1,0.0555,0.183,0.00761,0.0492,0.563,188.717
2342,The Batman Theme - Epic Version,Samuel Kim,The Batman Theme - Epic Version,anime,297597,49,False,2kZIl5Qb9qTQvpuT13gj1a,2bdcBjvuI9worc472GbeU0,0.141,0.357,10,-11.102,0,0.0313,0.0942,0.927,0.107,0.038,79.973
2343,Zhivjot moja otrada,Evgenija Shevchenko,Velikie ispolniteli Rossii XX veka: Luchshie narodnye pesni,romance,171216,0,False,4ghrpzyjNXkjOLGRaBLOhq,2DA5JW872egOHH6If8AvUn,0.335,0.515,6,-10.171,0,0.0515,0.864,0.0,0.88,0.525,82.443
2344,Love's Train,Con Funk Shun,The Best Of Con Funk Shun,disco,317266,53,False,5ReLn6xM8EtJkIFpv3tfmE,2hUkfSXyuDfQbUeNOShRiz,0.726,0.334,6,-14.561,0,0.0339,0.207,2.02e-05,0.078,0.713,141.149
2345,Fake Service Dogs,Tom Papa,Human Mule,comedy,80539,30,False,3jtanlXkkW5Ra3RTM83x4W,6nE9acH1D4T4D7Mx7MG0jJ,0.526,0.802,6,-14.331,0,0.956,0.802,0.0,0.688,0.347,83.801
2346,Walk On By - Acoustic Version,Seal,Morning Walk Ballads,british,185173,0,False,3YxcB4yHw8fhoGJ5O06YQI,5GtMEZEeFFsuHY8ad4kOxv,0.665,0.527,9,-9.061,1,0.0267,0.155,0.0469,0.103,0.662,93.884
2347,Esma,Menahan Street Band,Make the Road By Walking,afrobeat,186146,30,False,7nXeHX1cK7PWUqxqSRZY6Z,1PryMSya1JnSAlcwYawCxp,0.641,0.705,9,-9.884,0,0.0349,0.0218,0.836,0.0968,0.548,144.114
2348,Sepasang Kurung Biru,Khairil Johari Johar,25 Lagu-Lagu Hari Raya Aidilfitri,malay,238173,25,False,6j1rJh1MsHf1OTzw4q6MUl,5zwOFEgl0YcJG2RXJTwFdS,0.565,0.408,4,-10.348,0,0.0275,0.424,0.000747,0.103,0.227,142.423
2349,Somebody Like That,Tenille Arts,"Love, Heartbreak, & Everything in Between",country,198208,72,False,3hboOw4dS0aXGuP0fyyvbC,0gSAxSvAApQc71cTpoXDFu,0.574,0.798,6,-5.356,1,0.0485,0.0152,0.0,0.111,0.58,105.034
2350,"Gori, gori, moja zvezda",Georgi Vinogradov,Velikie ispolniteli Rossii XX veka: Georgiy Vinogradov (Deluxe),romance,157399,10,False,1Ev1BEhgCBDDVC4cQxsP2v,7tdcw4fkeeOrOLzXpvjr8y,0.399,0.186,4,-12.471,0,0.0504,0.989,0.000135,0.108,0.359,80.764
2351,Had Me By Halftime,Morgan Wallen,If I Know Me,country,172080,61,False,3xca35T5BVLg4ePuVzc7wW,4oUHIQIBe0LHzYfvXNW4QM,0.49,0.889,6,-2.94,1,0.0363,0.109,0.0,0.168,0.672,144.089
2352,小乌龟,Nicholas Teo,微笑PASTA (电视原声带),malay,225814,23,False,5GTYTQujoJFtq62R7H82nC,2met7Idcy1Ze7hnoUtpPmX,0.327,0.517,10,-5.85,0,0.0351,0.144,0.0,0.0925,0.256,81.242
2353,chAngE,miwa,guitarissimo,anime,249746,55,False,7McCOOQG8GQtngK2Obh0Ts,3R3WEsfL1WC1zLiz3XG9K5,0.442,0.973,7,-2.01,1,0.156,0.0268,0.0,0.108,0.635,164.852
